name,input_path,ligand_code,formula_weight,heavy_atoms,hetero_atoms,elements,formula,ccd_name,weight_bin
ccd_42u,./data/rfd3/ccd_ligands/structures/42U.cif,42U,433.445,31,9,"C,F,H,N",C22 H23 F4 N5,4-[3-(4-fluorophenyl)-1H-pyrazol-4-yl]-N-[2-(piperazin-1-yl)ethyl]-2-(trifluoromethyl)aniline,4
ccd_swl,./data/rfd3/ccd_ligands/structures/SWL.cif,SWL,433.614,28,9,"C,H,N,O,S",C19 H23 N5 O S3,"2-[butyl(oxidanyl)-$l^{3}-sulfanyl]-4-(2,3-dimethylimidazol-4-yl)-6-(1,3-thiazol-2-yl)thieno[2,3-b]pyridin-3-amine",4
ccd_nei,./data/rfd3/ccd_ligands/structures/NEI.cif,NEI,434.190,23,11,"C,H,I,N,O",C12 H15 I N6 O4,"(2S,3S,4R,5R)-5-(6-AMINO-2-IODO-9H-PURIN-9-YL)-N-ETHYL-3,4-DIHYDROXYTETRAHYDROFURAN-2-CARBOXAMIDE",4
ccd_6b3,./data/rfd3/ccd_ligands/structures/6B3.cif,6B3,434.443,33,6,"C,H,N,O",C27 H18 N2 O4,"2'-[(6-oxo-5,6-dihydrophenanthridin-3-yl)carbamoyl][1,1'-biphenyl]-2-carboxylic acid",4
ccd_42g,./data/rfd3/ccd_ligands/structures/42G.cif,42G,435.537,30,9,"C,H,N,O,S",C21 H29 N3 O5 S,4-{(2R)-2-hydroxy-3-[(propan-2-yl)amino]propoxy}-N-[2-(4-sulfamoylphenyl)ethyl]benzamide,4
ccd_57f,./data/rfd3/ccd_ligands/structures/57F.cif,57F,435.537,30,9,"C,H,N,O,S",C21 H29 N3 O5 S,4-acetyl-N-[5-(diethylsulfamoyl)-2-hydroxy-4-methylphenyl]-3-ethyl-5-methyl-1H-pyrrole-2-carboxamide,4
ccd_aow,./data/rfd3/ccd_ligands/structures/AOW.cif,AOW,435.926,31,7,"C,CL,H,N,O",C24 H24 Cl N4 O2,[2-[2-[[3-chloranyl-4-(2-ethylphenyl)phenyl]methylamino]ethyl]-3~{H}-benzimidazol-4-yl]-oxidanyl-oxidanylidene-azanium,4
ccd_mjk,./data/rfd3/ccd_ligands/structures/MJK.cif,MJK,436.366,26,7,"BR,C,H,N,O,S",C19 H22 Br N3 O2 S,(2~{S})-1-[(2~{R})-2-azanyl-3-phenyl-propanoyl]-~{N}-[(5-bromanylthiophen-2-yl)methyl]pyrrolidine-2-carboxamide,4
ccd_srf,./data/rfd3/ccd_ligands/structures/SRF.cif,SRF,436.618,31,4,"C,F,H,O",C27 H42 F2 O2,"(1~{S},3~{Z})-3-[(2~{E})-2-[(1~{R},3~{a}~{S},7~{a}~{R})-1-[(2~{R})-5,5-bis(fluoranyl)-6-methyl-6-oxidanyl-heptan-2-yl]-7~{a}-methyl-2,3,3~{a},5,6,7-hexahydro-1~{H}-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol",4
ccd_2c8,./data/rfd3/ccd_ligands/structures/2C8.cif,2C8,437.450,33,8,"C,H,N,O",C25 H19 N5 O3,"3-(4-oxo-3,4-dihydroquinazolin-2-yl)-N-[4-(5-phenyl-1,3,4-oxadiazol-2-yl)phenyl]propanamide",4
ccd_zvu,./data/rfd3/ccd_ligands/structures/ZVU.cif,ZVU,438.442,30,10,"C,F,H,N,O,S",C20 H18 F4 N4 O S,"N-[1-(5-{[(4-fluorophenyl)methyl]sulfanyl}-4-methyl-4H-1,2,4-triazol-3-yl)ethyl]-2-(trifluoromethyl)benzamide",4
ccd_ttg,./data/rfd3/ccd_ligands/structures/TTG.cif,TTG,439.461,32,9,"C,H,N,O",C23 H25 N3 O6,"2-(1-DIMETHYLAMINOMETHYL-2-HYDROXY-8-HYDROXYMETHYL-9-OXO-9,11-DIHYDRO-INDOLIZINO[1,2-B]QUINOLIN-7-YL)-2-HYDROXY-BUTYRIC ACID",4
ccd_dz2,./data/rfd3/ccd_ligands/structures/DZ2.cif,DZ2,439.914,20,7,"BR,C,CL,H,N,O",C13 H7 Br2 Cl2 N O2,"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",4
ccd_s7i,./data/rfd3/ccd_ligands/structures/S7I.cif,S7I,439.958,30,7,"C,CL,H,N,O,S",C23 H22 Cl N3 O2 S,~{N}-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-1-(4-chloranylphenoxy)cyclopentane-1-carboxamide,4
ccd_rjz,./data/rfd3/ccd_ligands/structures/RJZ.cif,RJZ,440.297,28,9,"BR,C,H,N,O",C19 H18 Br N7 O,"4-[3-[2-(6-bromanylpyridin-2-yl)oxyethyl]-2-methyl-imidazo[4,5-b]pyridin-5-yl]pyridine-2,6-diamine",4
ccd_udb,./data/rfd3/ccd_ligands/structures/UDB.cif,UDB,440.484,31,10,"C,F,H,N,O",C21 H30 F2 N4 O4,"(S)-N-(cyclopentylmethyl)-2-(3-(3,5-difluorophenyl)ureido)-N-(2-(hydroxyamino)-2-oxoethyl)-3,3-dimethylbutanamide",4
ccd_rjo,./data/rfd3/ccd_ligands/structures/RJO.cif,RJO,440.855,31,9,"C,CL,F,H,N,O",C22 H18 Cl F N4 O3,"(4S)-6-chloro-N-(6-fluoroisoquinolin-4-yl)-2-[2-(methylamino)-2-oxoethyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",4
ccd_m1n,./data/rfd3/ccd_ligands/structures/M1N.cif,M1N,441.328,32,9,"B,C,H,N,O",C23 H32 B N3 O5,(1R)-3-METHYL-1-{[N-(MORPHOLIN-4-YLCARBONYL)-3-(1-NAPHTHYL)-D-ALANYL]AMINO}BUTYLBORONIC ACID,4
ccd_mye,./data/rfd3/ccd_ligands/structures/MYE.cif,MYE,441.359,27,7,"BR,C,H,N,O",C20 H29 Br N2 O4,N2-({[(4-BROMOPHENYL)METHYL]OXY}CARBONYL)-N1-[(1S)-1-FORMYLPENTYL]-L-LEUCINAMIDE,4
ccd_htb,./data/rfd3/ccd_ligands/structures/HTB.cif,HTB,441.608,33,4,"C,H,N,O",C29 H35 N3 O,"N-(1-benzofuran-2-ylmethyl)-N'-(1,2,3,4-tetrahydroacridin-9-yl)heptane-1,7-diamine",4
ccd_i50,./data/rfd3/ccd_ligands/structures/I50.cif,I50,443.851,30,11,"C,CL,F,H,N,O",C19 H21 Cl F3 N5 O2,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",4
ccd_8xp,./data/rfd3/ccd_ligands/structures/8XP.cif,8XP,444.497,33,6,"C,F,H,N,O",C27 H25 F N2 O3,5-[3-(tert-butylcarbamoyl)phenyl]-2-(4-fluorophenyl)-N-methyl-1-benzofuran-3-carboxamide,4
ccd_b36,./data/rfd3/ccd_ligands/structures/B36.cif,B36,444.567,34,3,"C,H,N,O",C31 H28 N2 O,6-{[1-(anthracen-9-ylcarbonyl)piperidin-4-yl]methyl}-2-methylquinoline,4
ccd_b8z,./data/rfd3/ccd_ligands/structures/B8Z.cif,B8Z,445.487,30,10,"C,F,H,N,O,S",C20 H16 F N3 O4 S2,"~{N}-(5,6-dimethoxy-1,3-benzothiazol-2-yl)-2-[(4-fluoranylphenoxy)methyl]-1,3-thiazole-4-carboxamide",4
ccd_bv0,./data/rfd3/ccd_ligands/structures/BV0.cif,BV0,445.494,33,9,"C,H,N,O",C24 H25 N6 O3,"6-azanyl-11-methyl-2-oxidanylidene-7-[[(2R)-oxolan-2-yl]methyl]-N-(pyridin-3-ylmethyl)-1,9-diaza-7-azoniatricyclo[8.4.0.0^{3,8}]tetradeca-3(8),4,6,9,11,13-hexaene-5-carboxamide",4
ccd_a1a8n,./data/rfd3/ccd_ligands/structures/A1A8N.cif,A1A8N,445.510,33,7,"C,H,N,O",C26 H27 N3 O4,"(3S)-3-(1'-benzyl-6-oxo-6,8-dihydro-2H,7H-spiro[furo[2,3-e]isoindole-3,4'-piperidin]-7-yl)piperidine-2,6-dione",4
ccd_dv2,./data/rfd3/ccd_ligands/structures/DV2.cif,DV2,446.586,30,9,"C,H,N,O,S",C21 H26 N4 O3 S2,"~{N}-[(2~{S})-1-[(2~{S},4~{R})-2-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methylcarbamothioyl]-4-oxidanyl-pyrrolidin-1-yl]-1-oxidanylidene-propan-2-yl]ethanamide",4
ccd_u7x,./data/rfd3/ccd_ligands/structures/U7X.cif,U7X,447.437,33,9,"C,F,H,N,O",C24 H19 F2 N5 O2,"4-[4-[bis(fluoranyl)methoxy]phenyl]-3-cyclopropyl-6-(2-methylindazol-5-yl)-2~{H}-pyrazolo[4,3-b]pyridin-5-one",4
ccd_7ay,./data/rfd3/ccd_ligands/structures/7AY.cif,7AY,447.870,32,8,"C,CL,H,N,O",C24 H18 Cl N3 O4,"5-chloro-7-(2-(2-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)ethoxy)phenoxy)-8-methyl-2-naphthonitrile",4
ccd_70o,./data/rfd3/ccd_ligands/structures/70O.cif,70O,448.600,33,6,"C,H,N,O",C27 H36 N4 O2,"3-(3,3-dimethylbutyl)-~{N}-methyl-~{N}-[4-(1-methylpiperidin-4-yl)phenyl]-6-oxidanyl-2~{H}-indazole-5-carboxamide",4
ccd_a1ag6,./data/rfd3/ccd_ligands/structures/A1AG6.cif,A1AG6,449.908,30,10,"C,CL,H,N,O,S",C20 H20 Cl N3 O5 S,7-[3-chloro-4-(cyclobutylmethoxy)benzene-1-sulfonamido]-2-methyl-2H-indazole-4-carboxylic acid,4
ccd_7lr,./data/rfd3/ccd_ligands/structures/7LR.cif,7LR,450.899,30,12,"C,CL,H,N,O,S",C18 H19 Cl N6 O4 S,N-(2-amino-1H-benzimidazol-5-yl)-2-[3-[(2-amino-2-oxoethyl)-methylsulfonylamino]-5-chlorophenyl]acetamide,4
ccd_o4w,./data/rfd3/ccd_ligands/structures/O4W.cif,O4W,451.905,32,9,"C,CL,H,N,O",C23 H22 Cl N5 O3,"5-chloranyl-3,3-dimethyl-2-[5-[1-(1-methylpyrazol-4-yl)carbonylazetidin-3-yl]oxypyridin-3-yl]isoindol-1-one",4
ccd_5pb,./data/rfd3/ccd_ligands/structures/5PB.cif,5PB,451.925,31,8,"C,CL,H,N,O,S",C23 H18 Cl N3 O3 S,"4-[4-(benzyloxy)phenyl]-5-{[2-(4-chlorophenyl)-2-oxoethyl]sulfanyl}-2,4-dihydro-3H-1,2,4-triazol-3-one",4
ccd_a49,./data/rfd3/ccd_ligands/structures/A49.cif,A49,453.498,32,9,"C,F,H,N,O",C23 H30 F3 N3 O3,"N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",4
ccd_cfg,./data/rfd3/ccd_ligands/structures/CFG.cif,CFG,453.563,32,9,"C,H,N,O,SI",C23 H27 N3 O5 Si,"N-[(1R)-1-(4-methoxyphenyl)-2-oxo-2-{[4-(trimethylsilyl)phenyl]amino}ethyl]-N-methyl-3-oxo-2,3-dihydro-1,2-oxazole-5-carboxamide",4
ccd_2e2,./data/rfd3/ccd_ligands/structures/2E2.cif,2E2,454.325,31,13,"C,H,N,O,P",C18 H19 N2 O10 P,"1-{3,5-O-[(4-carboxyphenyl)(phosphono)methylidene]-2-deoxy-beta-D-threo-pentofuranosyl}-5-methylpyrimidine-2,4(1H,3H)-dione",4
ccd_235,./data/rfd3/ccd_ligands/structures/235.cif,235,454.477,30,10,"C,H,N,O,P,S",C20 H27 N2 O6 P S,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,4
ccd_a1av7,./data/rfd3/ccd_ligands/structures/A1AV7.cif,A1AV7,454.519,33,9,"C,H,N,O",C24 H30 N4 O5,"N-[(2S)-1-{[(2S)-1-hydroxy-3-(2-oxo-1,2-dihydropyridin-3-yl)propan-2-yl]amino}-4-methyl-1-oxopentan-2-yl]-4-methoxy-1H-indole-2-carboxamide",4
ccd_fwp,./data/rfd3/ccd_ligands/structures/FWP.cif,FWP,455.527,32,9,"C,H,N,O,S",C23 H25 N3 O5 S,"2-(2,4-dimethoxyphenyl)-1-{4-[(isoquinolin-5-yl)sulfonyl]piperazin-1-yl}ethan-1-one",4
ccd_u7h,./data/rfd3/ccd_ligands/structures/U7H.cif,U7H,455.551,34,7,"C,H,N,O",C27 H29 N5 O2,2-hydroxy-1-(4-(isoquinolin-5-yl)piperazin-1-yl)-2-methyl-3-(3-methyl-4-phenyl-1H-pyrazol-1-yl)propan-1-one,4
ccd_ot0,./data/rfd3/ccd_ligands/structures/OT0.cif,OT0,456.406,30,8,"C,CL,H,N,O",C22 H31 Cl2 N3 O3,"2-chloranyl-~{N}-[[1-[(2~{S},6~{R})-4-[(4-chlorophenyl)amino]-2,6-dimethyl-oxan-4-yl]carbonylpiperidin-4-yl]methyl]ethanamide",4
ccd_cdo,./data/rfd3/ccd_ligands/structures/CDO.cif,CDO,456.538,33,10,"C,H,N,O",C23 H32 N6 O4,2-((R)-1-((S)-2-(N-(6-CARBAMIMIDOYLPYRIDIN-3-YL)METHYLCARBAMOYL)-2H-PYRROL-1(5H)-YL)-3-CYCLOHEXYL-1-OXOPROPAN-2-YLAMINO)ACETIC ACID,4
ccd_vsi,./data/rfd3/ccd_ligands/structures/VSI.cif,VSI,457.313,31,10,"C,CL,H,N,O",C21 H18 Cl2 N6 O2,"N-{N-[4-(acetylamino)-3,5-dichlorobenzyl]carbamimidoyl}-2-(6-cyano-1H-indol-1-yl)acetamide",4
ccd_3h3,./data/rfd3/ccd_ligands/structures/3H3.cif,3H3,457.559,33,7,"C,H,N,O",C26 H35 N O6,"4-{(2R,5S,6E)-2-hydroxy-5-methyl-7-[(2R,3S,4E,6Z,10E)-3-methyl-12-oxooxacyclododeca-4,6,10-trien-2-yl]-4-oxooct-6-en-1-yl}piperidine-2,6-dione",4
ccd_5ec,./data/rfd3/ccd_ligands/structures/5EC.cif,5EC,457.563,33,8,"C,H,N,O",C25 H35 N3 O5,"ethyl (2Z,4S)-4-{[N-(3-methylbutanoyl)-L-phenylalanyl]amino}-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",4
ccd_c1d,./data/rfd3/ccd_ligands/structures/C1D.cif,C1D,457.948,31,11,"C,CL,F,H,N,O",C20 H30 Cl F2 N7 O,"1-(2-{[(6-AMINO-2-METHYLPYRIDIN-3-YL)METHYL]AMINO}ETHYL)-6-CHLORO-3-[(2,2-DIFLUORO-2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL",4
ccd_jgc,./data/rfd3/ccd_ligands/structures/JGC.cif,JGC,458.360,31,14,"C,H,N,O,P",C17 H23 N4 O9 P,Flavin mononucleotide (semi-quinone intermediate),4
ccd_5ff,./data/rfd3/ccd_ligands/structures/5FF.cif,5FF,458.476,33,9,"C,F,H,N,O",C24 H25 F3 N4 O2,"(5R,7S)-5-(4-ethylphenyl)-N-(4-methoxybenzyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide",4
ccd_c33,./data/rfd3/ccd_ligands/structures/C33.cif,C33,458.716,33,3,"C,H,O",C30 H50 O3,"2ALPHA-PROPYL-1ALPHA,25-DIHYDROXYVITAMIN D3",4
ccd_lc2,./data/rfd3/ccd_ligands/structures/LC2.cif,LC2,459.532,33,8,"C,H,N,O",C25 H33 N O7,"N-[(1S,2R,3E,5E,7S,9E,11E,13S,15R,19R)-7,13-dihydroxy-1,4,10,19-tetramethyl-17,18-dioxo-16-oxabicyclo[13.2.2]nonadeca-3,5,9,11-tetraen-2-yl]-2-oxopropanamide",4
ccd_a1h4y,./data/rfd3/ccd_ligands/structures/A1H4Y.cif,A1H4Y,459.626,34,6,"C,H,N,O",C28 H37 N5 O,"(6~{S})-2-[1-(methoxymethyl)cyclopentyl]-6-pentyl-4-phenyl-3-(1~{H}-1,2,3,4-tetrazol-5-yl)-5,6,7,8-tetrahydroquinoline",4
ccd_l3e,./data/rfd3/ccd_ligands/structures/L3E.cif,L3E,459.805,32,10,"C,CL,F,H,N,O",C22 H13 Cl F3 N3 O3,"4-[(~{E})-[3-[2-chloranyl-6-(trifluoromethyl)phenyl]-5-(1~{H}-pyrrol-3-yl)-1,2-oxazol-4-yl]methylideneamino]benzoic acid",4
ccd_yqc,./data/rfd3/ccd_ligands/structures/YQC.cif,YQC,459.931,33,9,"C,CL,H,N,O",C24 H22 Cl N7 O,"(8S)-2-({[(5P)-2-chloro-5-(1-methyl-1H-pyrazol-3-yl)phenyl]methyl}amino)-5-(2-phenylethyl)[1,2,4]triazolo[1,5-a]pyrimidin-7(4H)-one",4
ccd_po1,./data/rfd3/ccd_ligands/structures/PO1.cif,PO1,460.565,30,11,"C,H,N,O,S",C19 H28 N2 O7 S2,"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",4
ccd_rjh,./data/rfd3/ccd_ligands/structures/RJH.cif,RJH,460.914,32,11,"C,CL,H,N,O",C21 H25 Cl N6 O4,"1-(3-chloranyl-4-methoxy-phenyl)-3-[7-[(3~{S})-3-(methoxymethyl)morpholin-4-yl]-2-methyl-pyrazolo[1,5-a]pyrimidin-6-yl]urea",4
ccd_mo9,./data/rfd3/ccd_ligands/structures/MO9.cif,MO9,461.437,31,13,"C,F,H,N,O,S",C18 H21 F2 N3 O7 S,(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE,4
ccd_a1ijy,./data/rfd3/ccd_ligands/structures/A1IJY.cif,A1IJY,461.465,33,11,"C,H,N,O",C22 H27 N3 O8,(2S)-1-[(2S)-2-[[(1S)-1-[(2S)-1-(4-carboxyphenyl)carbonylpyrrolidin-2-yl]-2-oxidanyl-2-oxidanylidene-ethyl]amino]propanoyl]pyrrolidine-2-carboxylic acid,4
ccd_juc,./data/rfd3/ccd_ligands/structures/JUC.cif,JUC,461.535,34,9,"C,F,H,N,O",C25 H28 F N7 O,"(8R)-5-[(3R)-3-fluoropyrrolidin-1-yl]-N-methyl-2-(3-methylquinoxalin-2-yl)-N-(oxan-4-yl)pyrazolo[1,5-a]pyrimidin-7-amine",4
ccd_k2y,./data/rfd3/ccd_ligands/structures/K2Y.cif,K2Y,462.029,26,20,"C,H,O,P",C6 H10 O16 P4,"(2,4,5-triphosphonooxyphenyl) dihydrogen phosphate",4
ccd_a1bwl,./data/rfd3/ccd_ligands/structures/A1BWL.cif,A1BWL,462.476,34,10,"C,F,H,N,O",C24 H23 F N6 O3,"(1R,2S)-2-cyanocyclopentyl [(6P)-8-amino-7-fluoro-6-(8-methyl-2,3-dihydro-1H-pyrido[2,3-b][1,4]oxazin-7-yl)isoquinolin-3-yl]carbamate",4
ccd_8wj,./data/rfd3/ccd_ligands/structures/8WJ.cif,8WJ,463.613,31,9,"C,H,N,O,S",C22 H29 N3 O4 S2,"(2S)-3-cyclohexyl-2-[4-(cyclopentylsulfonyl)-2-oxopyridin-1(2H)-yl]-N-(1,3-thiazol-2-yl)propanamide",4
ccd_m15,./data/rfd3/ccd_ligands/structures/M15.cif,M15,463.627,24,8,"C,CL,F,H,I,N,O",C16 H12 Cl F I N O4,{5-chloro-2-[(2-fluoro-4-iodobenzyl)carbamoyl]phenoxy}acetic acid,4
ccd_hie,./data/rfd3/ccd_ligands/structures/HIE.cif,HIE,464.481,33,10,"C,F,H,N,O",C23 H27 F3 N4 O3,"4-[6,6-dimethyl-4-oxo-3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl]-2-[(cis-4-hydroxycyclohexyl)amino]benzamide",4
ccd_rl1,./data/rfd3/ccd_ligands/structures/RL1.cif,RL1,465.299,30,8,"BR,C,H,N,O",C22 H17 Br N4 O3,"[5-(6-bromo[1,2,4]triazolo[4,3-a]pyridin-3-yl)-2,4-dihydroxyphenyl](3,4-dihydroisoquinolin-2(1H)-yl)methanone",4
ccd_8vl,./data/rfd3/ccd_ligands/structures/8VL.cif,8VL,465.339,30,6,"BR,C,H,N,O",C24 H21 Br N2 O3,4-[2-[[(2R)-2-(4-bromanylnaphthalen-1-yl)propanoyl]amino]-4-cyano-phenyl]butanoic acid,4
ccd_jxj,./data/rfd3/ccd_ligands/structures/JXJ.cif,JXJ,465.459,30,16,"C,H,N,O,S",C14 H19 N5 O9 S2,"1-[(~{Z})-[1-(2-azanyl-1,3-thiazol-4-yl)-2-[[(2~{S})-3-methyl-1-oxidanylidene-3-(sulfooxyamino)butan-2-yl]amino]-2-oxidanylidene-ethylidene]amino]oxycyclopropane-1-carboxylic acid",4
ccd_ijg,./data/rfd3/ccd_ligands/structures/IJG.cif,IJG,465.492,32,11,"C,F,H,N,O,S",C21 H22 F3 N5 O2 S,"(3~{R},5~{R})-3-[2-[[methyl(prop-2-enyl)amino]methyl]-1,3-thiazol-4-yl]-5-[3-[4-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",4
ccd_kqo,./data/rfd3/ccd_ligands/structures/KQO.cif,KQO,465.520,34,9,"C,F,H,N,O",C25 H28 F N5 O3,"(2~{R},4~{R})-4-fluoranyl-1-[1-(4-methoxyphenyl)cyclohexyl]carbonyl-~{N}-(1~{H}-pyrazolo[4,3-b]pyridin-5-yl)pyrrolidine-2-carboxamide",4
ccd_epv,./data/rfd3/ccd_ligands/structures/EPV.cif,EPV,465.975,33,8,"C,CL,H,N,O",C25 H28 Cl N5 O2,"1-(5-tert-butoxy-2-chlorophenyl)-4-methyl-N-(2-methylpropyl)[1,2,4]triazolo[4,3-a]quinoxaline-8-carboxamide",4
ccd_8cp,./data/rfd3/ccd_ligands/structures/8CP.cif,8CP,466.172,28,19,"C,H,N,O,P",C9 H17 N4 O12 P3,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonoamino)phosphoryl]oxy}phosphoryl]cytidine,4
ccd_8on,./data/rfd3/ccd_ligands/structures/8ON.cif,8ON,466.577,35,7,"C,H,N,O",C28 H30 N6 O,1-[4-[4-[7-azanyl-4-(2-phenylethylamino)quinazolin-2-yl]phenyl]piperazin-1-yl]ethanone,4
ccd_4e3,./data/rfd3/ccd_ligands/structures/4E3.cif,4E3,467.055,22,6,"BR,C,H,I,N,O",C16 H8 Br I N2 O2,"10-bromo-2-iodo-11H-indolo[3,2-c]quinoline-6-carboxylic acid",4
ccd_mus,./data/rfd3/ccd_ligands/structures/MUS.cif,MUS,467.423,33,12,"C,H,N,O",C21 H25 N O11,"4-METHYL-2-OXO-2H-CHROMEN-7-YL 5-(ACETYLAMINO)-3,5-DIDEOXY-L-ERYTHRO-NON-2-ULOPYRANOSIDONIC ACID",4
ccd_hr6,./data/rfd3/ccd_ligands/structures/HR6.cif,HR6,467.459,30,13,"C,H,N,O,P,S",C17 H18 N5 O5 P S2,"(2S,4aR,6R,7R,7aS)-6-[6-amino-8-(benzylsulfanyl)-9H-purin-9-yl]-2-sulfanyltetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol 2-oxide",4
ccd_5qn,./data/rfd3/ccd_ligands/structures/5QN.cif,5QN,467.514,34,9,"C,H,N,O",C25 H29 N3 O6,"methyl 2-[2-(3,5-dihydro-2~{H}-pyrazin-4-yl)ethoxy]-5-[(5-ethanoyl-2-ethoxy-phenyl)carbamoyl]benzoate",4
ccd_cdd,./data/rfd3/ccd_ligands/structures/CDD.cif,CDD,467.829,32,12,"C,CL,F,H,N,O",C20 H17 Cl F3 N5 O3,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",4
ccd_4xi,./data/rfd3/ccd_ligands/structures/4XI.cif,4XI,468.011,32,7,"C,CL,H,N,O,S",C25 H26 Cl N3 O2 S,"5-[[(2S)-2-(4-chlorophenyl)-1'-methyl-spiro[2H-indole-3,4'-piperidine]-1-yl]methyl]-N-oxidanyl-thiophene-2-carboxamide",4
ccd_qum,./data/rfd3/ccd_ligands/structures/QUM.cif,QUM,468.847,30,7,"C,CL,H,N,O",C23 H28 Cl3 N3 O,QUINACRINE MUSTARD,4
ccd_n49,./data/rfd3/ccd_ligands/structures/N49.cif,N49,468.953,32,8,"C,CL,H,N,O,S",C24 H21 Cl N2 O4 S,"N-[4-(4-chlorophenoxy)-3-(2-methyl-1-oxo-1,2-dihydroisoquinolin-4-yl)phenyl]ethanesulfonamide",4
ccd_1wn,./data/rfd3/ccd_ligands/structures/1WN.cif,1WN,469.489,35,8,"C,H,N,O",C27 H23 N3 O5,"(betaS)-Nalpha-{4-[4-(4-aminophenyl)buta-1,3-diyn-1-yl]benzoyl}-N,beta-dihydroxy-beta-methyl-L-tyrosinamide",4
ccd_5ss,./data/rfd3/ccd_ligands/structures/5SS.cif,5SS,469.578,35,7,"C,H,N,O",C28 H31 N5 O2,4-(aminomethyl)-~{N}-[(1~{S})-1-[4-(3-oxidanyl-1~{H}-indazol-5-yl)pyridin-2-yl]-2-phenyl-ethyl]cyclohexane-1-carboxamide,4
ccd_8dw,./data/rfd3/ccd_ligands/structures/8DW.cif,8DW,470.473,33,11,"C,F,H,N,O,S",C22 H19 F N4 O5 S,"5-[5-(dimethylcarbamoyl)pyridin-3-yl]-3-(5-fluorosulfonyloxy-2-methoxy-phenyl)-1H-pyrrolo[2,3-b]pyridine",5
ccd_ooc,./data/rfd3/ccd_ligands/structures/OOC.cif,OOC,470.575,31,11,"C,H,O,S",C20 H38 O10 S,octyl 4-O-beta-D-allopyranosyl-1-thio-beta-D-altropyranoside,5
ccd_i5g,./data/rfd3/ccd_ligands/structures/I5G.cif,I5G,471.336,32,9,"C,CL,H,N,O",C23 H20 Cl2 N4 O3,"1-chloranyl-~{N}-[(~{S})-(3-chloranyl-4-cyano-phenyl)-[(2~{R},4~{S})-4-oxidanylpyrrolidin-2-yl]methyl]-7-methoxy-isoquinoline-6-carboxamide",5
ccd_4v7,./data/rfd3/ccd_ligands/structures/4V7.cif,4V7,471.503,34,11,"C,F,H,N,O",C23 H27 F2 N7 O2,"N-[(1R,3S)-3-({5-fluoro-2-[5-fluoro-2-(hydroxymethyl)-1H-pyrrolo[2,3-b]pyridin-3-yl]pyrimidin-4-yl}amino)cyclohexyl]pyrrolidine-1-carboxamide",5
ccd_898,./data/rfd3/ccd_ligands/structures/898.cif,898,471.996,30,10,"C,CL,F,H,N,O,S",C20 H23 Cl F N3 O3 S2,(E)-2-(5-CHLOROTHIOPHEN-2-YL)-N-[(3S)-1-{4-[(1S)-1-(DIMETHYLAMINO)ETHYL]-2-FLUOROPHENYL}-2-OXOPYRROLIDIN-3-YL]ETHENESULFONAMIDE,5
ccd_c5y,./data/rfd3/ccd_ligands/structures/C5Y.cif,C5Y,473.417,32,14,"C,H,N,O,P",C18 H28 N5 O8 P,5'-O-[(S)-hydroxy(octanoyloxy)phosphoryl]adenosine,5
ccd_5rc,./data/rfd3/ccd_ligands/structures/5RC.cif,5RC,473.463,32,12,"C,F,H,N,O,S",C20 H20 F5 N5 O S,"~{N}-[(1~{R},6~{R})-6-azanyl-2,2-bis(fluoranyl)cyclohexyl]-5-ethyl-4-[6-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",5
