Rhea ID	substrate	product
RHEA:14573	O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]	O=C([O-])C(=O)C[C@H](O)[C@@H](O)C(=O)[O-].[H]O[H]
RHEA:54564	*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])[O-].NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]	*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])O[C@H]1[C@@H](O)[C@H](N2/C=N\C3=C2N=C(N)NC3=O)O[C@@H]1COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.[H+]
RHEA:43108	N#N.[Fe+3].[Fe+3].[H]O[H]	N#[N+][O-].[Fe+2].[Fe+2].[H+].[H+]
RHEA:50596	*C(=O)[C@@H]([NH3+])CO.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	*C(=O)[C@H](CO)NC(C)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]
RHEA:57092	CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[H]*[H]	*.CS.[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-]
RHEA:37427	*C(=O)OC[C@@H](O)COP(=O)([O-])[O-].CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	*C(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
RHEA:14905	O=P([O-])([O-])OP(=O)([O-])O.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O	NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@@H]1O.[H]O[H]
RHEA:20217	C[N+](C)(C)[O-].[H+]	C[NH2+]C.[H]C([H])=O
RHEA:24016	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]C(=O)[C@]1([H])[C@@H]2CC3=C(NC4=C3C=CC=C4)[C@]3([H])C[C@H]1/C(=C\C)CN23	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H][C@@]12C[C@@]3([H])/C4=N/C5=CC=CC=C5[C@]45C[C@@H](C1[C@H]5OC(C)=O)N3C/C2=C/C
RHEA:11392	O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H]O[H]	O=P([O-])([O-])O.O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
RHEA:63444	C[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(N)NC3=O)[C@H](O)[C@@H]1O)C(=O)[O-].O=C1/N=C2C(=C/C3=CC=C(O)C=C3N\2C[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[N-]1	C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=CC(O)=CC=C2/C=C2C(=O)[N-]C(=O)\N=C/21)C(=O)[O-].NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
RHEA:19209	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H][C@]12/C=C\[C@H](O)[C@@H]3OC4=C5C(=CC=C4OC)C[C@H]1[NH+](C)CC[C@]532	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H][C@@]12C=CC(=O)[C@@H]3OC4=C(OC)/C=C/C5=C\4[C@@]31CC[NH+](C)[C@@H]2C5
RHEA:47576	*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@]([H])([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.[H][C@@]1([C@H](O)[C@H](O)CO)O[C@](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])C[C@H](O)[C@H]1NC(C)=O	*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@]([H])([C@H](O)[C@@H](CO)O[C@]6(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@]([H])([C@H](O)[C@H](O)CO)O6)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H+]
RHEA:66984	CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)CC(=O)[O-].[H+]
RHEA:41996	*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4NC(C)=O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[1*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4NC(C)=O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.[H+]
RHEA:23932	*C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]1O	*C(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
RHEA:69607	*C(=O)[C@@H]([NH3+])CCSC.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	*C(=O)[C@H](CCSC)NC(C)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]
RHEA:17293	C/C1=C2/[NH2+]/C(=C\C3=N/C(=C\C4=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC5=C(CCC(=O)[O-])C(CC(=O)[O-])=C1N5)N4)[C@@H](CCC(=O)[O-])[C@]3(C)CC(=O)[O-])[C@@H](CCC(=O)[O-])[C@]2(C)CC(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].[H+]	C[C@]1(O)C2=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(CC(=O)[O-])=C(/C=C4\[NH+]=C(/C=C5\N[C@]16OC(=O)C[C@@]6(C)[C@@H]5CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]4CCC(=O)[O-])N3)N2.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]
RHEA:50652	CSCCCC(O)(CC(=O)[O-])C(=O)[O-]	CSCCC/C(=C/C(=O)[O-])C(=O)[O-].[H]O[H]
RHEA:62608	COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O.[H+].[H][S-].[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-]	COC1=C(O)C(C)=C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(O)=C1OC.[NH3+][C@@H](CCC(=O)N[C@@H](CSS)C(=O)NCC(=O)[O-])C(=O)[O-]
RHEA:20828	*C(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(*)=O.[H+]	O=C=O.[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O
RHEA:38763	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC.CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(C)=O	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C.CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COC(=O)CCCCCCCCCCCCCCC)NC(C)=O
RHEA:41472	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.[H][C@@]12CC[C@@](C)(C=C)C=C1CC[C@]1([H])C(C)(C)[C@H](O)CC[C@@]21C	CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H].[H][C@@]12CC[C@@](C)(C=C)C=C1[C@@H](O)C[C@]1([H])C(C)(C)[C@H](O)CC[C@@]21C
RHEA:25560	[H][C@@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C	O=P([O-])([O-])OP(=O)([O-])O.[H][C@@]12C/C=C3/C[C@](C)(C=C)CC[C@@]3([H])[C@@]1(C)CCCC2(C)C
RHEA:47664	*N[C@@H](CCCCNC(=O)CCCC(=O)[O-])C(*)=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]	*N[C@@H](CCCC[NH3+])C(*)=O.NC(=O)C1=CC=CN=C1.NC1=C2/N=C\N([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]4OC(O)[C@H](OC(=O)CCCC(=O)[O-])[C@@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1
RHEA:51628	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+].[H]C(=O)[O-]	O=C1C=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)C(=O)N1.O=C=O.[H]O[H]
RHEA:19785	O=C([O-])CCC(=O)C(=O)[O-].O=O.[H][C@]12CC(=O)N1[C@H](C(=O)[O-])[C@@H](CC[NH3+])O2	O=C([O-])CCC(=O)[O-].O=C=O.[H]O[H].[H][C@]12CC(=O)N1[C@H](C(=O)[O-])/C(=C/C[NH3+])O2
RHEA:63288	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].O=O	CCCCC/C=C\C/C=C\CC(/C=C/C=C\CCCC(=O)[O-])OO
RHEA:48876	*N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(*)=O.[H]O[H]	*N[C@@H](CO)C(*)=O.CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
RHEA:44996	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].C[N+](C)(C)C[C@H](O)CC(=O)[O-]	CC(=O)CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
RHEA:51600	CC1=CC=CC(C)=C1.O=O.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.[H+].[H+]	CC1=CC=CC(CO)=C1.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H]
RHEA:48504	[H]O[H].[H][C@]1([C@H](O)COP(=O)([O-])[O-])OC(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O	O=P([O-])([O-])O.[H][C@]1([C@H](O)CO)OC(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O
RHEA:40943	[H]O[H].[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])[O-].CCCCCCCCCCCCCCCC(=O)[O-].[H+]
RHEA:38863	O=P([O-])([O-])O.O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
RHEA:31387	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C	[H][C@]12C/C=C3\[C@@](C)(CC[C@@]4(C)CC[C@@H](C)[C@H](C)[C@@]34[H])[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C
RHEA:49860	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].O=O	CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CCCCC[C@@H]1O[C@@H]1C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+].[H]O[H]
RHEA:30739	O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O.[H]O[H]	O=P([O-])([O-])O.O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
RHEA:56680	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC(C)CCC/C(C)=C/C/C1=C(\C)C(=O)C2=CC=CC=C2C1=O.O=O.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.[H+].[H+]	C/C1=C(\C/C=C(\C)CCCC(C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CO)C(=O)C2=CC=CC=C2C1=O.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H]
RHEA:20505	*[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]	*[C@H]([NH3+])C(=O)[O-].O=C1CC[C@@H](C(=O)[O-])N1
RHEA:11948	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=C(O)C=C1.[H]O[H]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.O=C([O-])C1=CC=C(O)C=C1.[H+]
RHEA:46580	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.[H][C@@]12CC[C@]([H])([C@H](C)/C=C/[C@H](C)C(C)C)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C	CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H].[H][C@@]12CC[C@]([H])([C@H](C)/C=C/[C@H](C)C(C)(C)O)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)CCC1=C
RHEA:12084	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O.[H+]
RHEA:46552	*C(=O)CCCCCCC/C=C\C/C=C\CCCCC.O=O.[Fe+2].[Fe+2].[H+].[H+]	*C(=O)CCCCCCC/C=C\CC#CCCCCC.[Fe+3].[Fe+3].[H]O[H].[H]O[H]
RHEA:26474	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.O=P([O-])([O-])O	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
RHEA:21232	[NH3+][C@@H](CC1=CNC=N1)C(=O)[O-]	O=C([O-])/C=C/C1=CNC=N1.[H][N+]([H])([H])[H]
RHEA:23148	CCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	CCC(=O)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
RHEA:11712	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)C(=O)C(=O)[O-].S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1	CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C=O.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.[H+]
RHEA:55356	CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1	CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1
RHEA:21436	*O[H].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	*OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
RHEA:68796	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O.[H]O[H]	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
RHEA:52112	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	CCCCC/C=C\CC(O)/C=C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O
RHEA:70303	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCC.[H][C@@]12C/C=C3/C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCC.[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C
RHEA:64272	CC(=O)C(=O)[O-].[NH3+]CC1=CC=CC=C1	C[C@H]([NH3+])C(=O)[O-].[H]C(=O)C1=CC=CC=C1
RHEA:23432	CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.[H][C@@]1(C(=C)C)CC=C(C)CC1	C=C(C)[C@@H]1CC=C(CO)CC1.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H]
RHEA:10876	O=C([O-])C1=CC=C(O)C=C1.[H+]	O=C=O.OC1=CC=CC=C1
RHEA:22456	CN(CC(=O)[O-])C(N)=[NH2+].[H]O[H]	C[NH2+]CC(=O)[O-].NC(N)=O
RHEA:66360	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C1=C2\CCC(=O)[C@@]2(C)CCC1=O.[H]O[H]	C[C@@H]1CCC(=O)C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2OP(=O)([O-])[O-])=C1CCC(=O)[O-].[H+]
