index,pair_id,split,sequence_length,protein_chain_id,ligand_chain_id,rhea_id,uniprot_id,reactant_model,product_model,seq_cluster,structure_cluster,combined_cluster
489,split__E7FHP1__RHEA_15081__00,train,232,A,B,RHEA:15081,E7FHP1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_234/split__E7FHP1__RHEA_15081__00__reactant/split__E7FHP1__RHEA_15081__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_234/split__E7FHP1__RHEA_15081__00__product/split__E7FHP1__RHEA_15081__00__product_model.cif,289,280,273
490,split__E7FHU4__RHEA_18637__00,train,261,A,B,RHEA:18637,E7FHU4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_235/split__E7FHU4__RHEA_18637__00__reactant/split__E7FHU4__RHEA_18637__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_235/split__E7FHU4__RHEA_18637__00__product/split__E7FHU4__RHEA_18637__00__product_model.cif,290,281,274
491,split__E7FI44__RHEA_18637__00,train,428,A,B,RHEA:18637,E7FI44,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_236/split__E7FI44__RHEA_18637__00__reactant/split__E7FI44__RHEA_18637__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_236/split__E7FI44__RHEA_18637__00__product/split__E7FI44__RHEA_18637__00__product_model.cif,291,282,275
492,split__E8WYN5__RHEA_18313__00,train,131,A,B,RHEA:18313,E8WYN5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_237/split__E8WYN5__RHEA_18313__00__reactant/split__E8WYN5__RHEA_18313__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_237/split__E8WYN5__RHEA_18313__00__product/split__E8WYN5__RHEA_18313__00__product_model.cif,292,283,276
493,split__E9AE57__RHEA_12460__00,train,568,A,B,RHEA:12460,E9AE57,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_238/split__E9AE57__RHEA_12460__00__reactant/split__E9AE57__RHEA_12460__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_238/split__E9AE57__RHEA_12460__00__product/split__E9AE57__RHEA_12460__00__product_model.cif,293,284,277
494,split__E9F5E9__RHEA_19361__01,test,337,A,B,RHEA:19361,E9F5E9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_240/split__E9F5E9__RHEA_19361__01__reactant/split__E9F5E9__RHEA_19361__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_240/split__E9F5E9__RHEA_19361__01__product/split__E9F5E9__RHEA_19361__01__product_model.cif,294,23,23
495,split__E9F5E9__RHEA_22408__00,test,337,A,B,RHEA:22408,E9F5E9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_239/split__E9F5E9__RHEA_22408__00__reactant/split__E9F5E9__RHEA_22408__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_239/split__E9F5E9__RHEA_22408__00__product/split__E9F5E9__RHEA_22408__00__product_model.cif,294,23,23
496,split__E9L7A5__RHEA_20445__01,train,479,A,B,RHEA:20445,E9L7A5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_242/split__E9L7A5__RHEA_20445__01__reactant/split__E9L7A5__RHEA_20445__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_242/split__E9L7A5__RHEA_20445__01__product/split__E9L7A5__RHEA_20445__01__product_model.cif,295,285,278
497,split__E9L7A5__RHEA_21824__00,train,479,A,B,RHEA:21824,E9L7A5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_241/split__E9L7A5__RHEA_21824__00__reactant/split__E9L7A5__RHEA_21824__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_241/split__E9L7A5__RHEA_21824__00__product/split__E9L7A5__RHEA_21824__00__product_model.cif,295,285,278
498,split__E9P162__RHEA_55900__00,train,523,A,B,RHEA:55900,E9P162,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_245/split__E9P162__RHEA_55900__00__reactant/split__E9P162__RHEA_55900__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_245/split__E9P162__RHEA_55900__00__product/split__E9P162__RHEA_55900__00__product_model.cif,130,286,122
499,split__E9P162__RHEA_56528__01,train,523,A,B,RHEA:56528,E9P162,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_246/split__E9P162__RHEA_56528__01__reactant/split__E9P162__RHEA_56528__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_246/split__E9P162__RHEA_56528__01__product/split__E9P162__RHEA_56528__01__product_model.cif,130,286,122
500,split__E9P8D2__RHEA_48232__00,train,229,A,B,RHEA:48232,E9P8D2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_247/split__E9P8D2__RHEA_48232__00__reactant/split__E9P8D2__RHEA_48232__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_247/split__E9P8D2__RHEA_48232__00__product/split__E9P8D2__RHEA_48232__00__product_model.cif,296,287,279
501,split__E9PU28__RHEA_11708__00,train,514,A,B,RHEA:11708,E9PU28,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_248/split__E9PU28__RHEA_11708__00__reactant/split__E9PU28__RHEA_11708__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_248/split__E9PU28__RHEA_11708__00__product/split__E9PU28__RHEA_11708__00__product_model.cif,297,288,280
502,split__E9Q3E1__RHEA_33739__01,train,479,A,B,RHEA:33739,E9Q3E1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_250/split__E9Q3E1__RHEA_33739__01__reactant/split__E9Q3E1__RHEA_33739__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_250/split__E9Q3E1__RHEA_33739__01__product/split__E9Q3E1__RHEA_33739__01__product_model.cif,298,289,281
503,split__E9Q5K4__RHEA_49880__01,train,494,A,B,RHEA:49880,E9Q5K4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_252/split__E9Q5K4__RHEA_49880__01__reactant/split__E9Q5K4__RHEA_49880__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_252/split__E9Q5K4__RHEA_49880__01__product/split__E9Q5K4__RHEA_49880__01__product_model.cif,299,290,282
504,split__E9Q5K4__RHEA_49884__00,train,494,A,B,RHEA:49884,E9Q5K4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_251/split__E9Q5K4__RHEA_49884__00__reactant/split__E9Q5K4__RHEA_49884__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_251/split__E9Q5K4__RHEA_49884__00__product/split__E9Q5K4__RHEA_49884__00__product_model.cif,299,290,282
505,split__E9Q816__RHEA_50328__01,train,493,A,B,RHEA:50328,E9Q816,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_254/split__E9Q816__RHEA_50328__01__reactant/split__E9Q816__RHEA_50328__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_254/split__E9Q816__RHEA_50328__01__product/split__E9Q816__RHEA_50328__01__product_model.cif,300,291,283
506,split__E9Q816__RHEA_51984__00,train,493,A,B,RHEA:51984,E9Q816,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_253/split__E9Q816__RHEA_51984__00__reactant/split__E9Q816__RHEA_51984__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_253/split__E9Q816__RHEA_51984__00__product/split__E9Q816__RHEA_51984__00__product_model.cif,300,291,283
507,split__E9QYP0__RHEA_41508__00,train,501,A,B,RHEA:41508,E9QYP0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_002/split__E9QYP0__RHEA_41508__00__reactant/split__E9QYP0__RHEA_41508__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_002/split__E9QYP0__RHEA_41508__00__product/split__E9QYP0__RHEA_41508__00__product_model.cif,301,292,284
508,split__E9QYP0__RHEA_41512__01,train,501,A,B,RHEA:41512,E9QYP0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_003/split__E9QYP0__RHEA_41512__01__reactant/split__E9QYP0__RHEA_41512__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_003/split__E9QYP0__RHEA_41512__01__product/split__E9QYP0__RHEA_41512__01__product_model.cif,301,292,284
509,split__F0T4D1__RHEA_28062__01,train,433,A,B,RHEA:28062,F0T4D1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_005/split__F0T4D1__RHEA_28062__01__reactant/split__F0T4D1__RHEA_28062__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_005/split__F0T4D1__RHEA_28062__01__product/split__F0T4D1__RHEA_28062__01__product_model.cif,302,293,285
510,split__F0T4D1__RHEA_28066__00,train,433,A,B,RHEA:28066,F0T4D1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_004/split__F0T4D1__RHEA_28066__00__reactant/split__F0T4D1__RHEA_28066__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_004/split__F0T4D1__RHEA_28066__00__product/split__F0T4D1__RHEA_28066__00__product_model.cif,302,293,285
511,split__F1C7I4__RHEA_21432__00,train,332,A,B,RHEA:21432,F1C7I4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_006/split__F1C7I4__RHEA_21432__00__reactant/split__F1C7I4__RHEA_21432__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_006/split__F1C7I4__RHEA_21432__00__product/split__F1C7I4__RHEA_21432__00__product_model.cif,303,294,286
512,split__F1CMX0__RHEA_32199__00,test,394,A,B,RHEA:32199,F1CMX0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_007/split__F1CMX0__RHEA_32199__00__reactant/split__F1CMX0__RHEA_32199__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_007/split__F1CMX0__RHEA_32199__00__product/split__F1CMX0__RHEA_32199__00__product_model.cif,198,190,184
513,split__F1CMY8__RHEA_32199__00,test,390,A,B,RHEA:32199,F1CMY8,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_008/split__F1CMY8__RHEA_32199__00__reactant/split__F1CMY8__RHEA_32199__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_008/split__F1CMY8__RHEA_32199__00__product/split__F1CMY8__RHEA_32199__00__product_model.cif,198,190,184
514,split__F1N5C8__RHEA_19545__00,train,445,A,B,RHEA:19545,F1N5C8,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_012/split__F1N5C8__RHEA_19545__00__reactant/split__F1N5C8__RHEA_19545__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_012/split__F1N5C8__RHEA_19545__00__product/split__F1N5C8__RHEA_19545__00__product_model.cif,304,295,287
515,split__F1NPQ2__RHEA_27381__00,train,448,A,B,RHEA:27381,F1NPQ2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_014/split__F1NPQ2__RHEA_27381__00__reactant/split__F1NPQ2__RHEA_27381__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_014/split__F1NPQ2__RHEA_27381__00__product/split__F1NPQ2__RHEA_27381__00__product_model.cif,305,296,288
516,split__F1P963__RHEA_31583__00,train,156,A,B,RHEA:31583,F1P963,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_015/split__F1P963__RHEA_31583__00__reactant/split__F1P963__RHEA_31583__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_015/split__F1P963__RHEA_31583__00__product/split__F1P963__RHEA_31583__00__product_model.cif,306,297,289
517,split__F1P963__RHEA_67392__01,train,156,A,B,RHEA:67392,F1P963,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_016/split__F1P963__RHEA_67392__01__reactant/split__F1P963__RHEA_67392__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_016/split__F1P963__RHEA_67392__01__product/split__F1P963__RHEA_67392__01__product_model.cif,306,297,289
518,split__F1QG30__RHEA_45644__01,train,545,A,B,RHEA:45644,F1QG30,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_022/split__F1QG30__RHEA_45644__01__reactant/split__F1QG30__RHEA_45644__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_022/split__F1QG30__RHEA_45644__01__product/split__F1QG30__RHEA_45644__01__product_model.cif,307,298,290
519,split__F1RE08__RHEA_23580__00,train,480,A,B,RHEA:23580,F1RE08,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_027/split__F1RE08__RHEA_23580__00__reactant/split__F1RE08__RHEA_23580__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_027/split__F1RE08__RHEA_23580__00__product/split__F1RE08__RHEA_23580__00__product_model.cif,308,299,291
520,split__F1RE08__RHEA_48636__02,train,480,A,B,RHEA:48636,F1RE08,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_028/split__F1RE08__RHEA_48636__02__reactant/split__F1RE08__RHEA_48636__02__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_028/split__F1RE08__RHEA_48636__02__product/split__F1RE08__RHEA_48636__02__product_model.cif,308,299,291
521,split__F1RKQ4__RHEA_13941__01,train,579,A,B,RHEA:13941,F1RKQ4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_033/split__F1RKQ4__RHEA_13941__01__reactant/split__F1RKQ4__RHEA_13941__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_033/split__F1RKQ4__RHEA_13941__01__product/split__F1RKQ4__RHEA_13941__01__product_model.cif,309,300,292
522,split__F1RKQ4__RHEA_15773__00,train,579,A,B,RHEA:15773,F1RKQ4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_032/split__F1RKQ4__RHEA_15773__00__reactant/split__F1RKQ4__RHEA_15773__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_032/split__F1RKQ4__RHEA_15773__00__product/split__F1RKQ4__RHEA_15773__00__product_model.cif,309,300,292
523,split__F1RQM2__RHEA_23804__00,train,542,A,B,RHEA:23804,F1RQM2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_034/split__F1RQM2__RHEA_23804__00__reactant/split__F1RQM2__RHEA_23804__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_034/split__F1RQM2__RHEA_23804__00__product/split__F1RQM2__RHEA_23804__00__product_model.cif,310,301,293
524,split__F1RT67__RHEA_10040__00,train,359,A,B,RHEA:10040,F1RT67,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_035/split__F1RT67__RHEA_10040__00__reactant/split__F1RT67__RHEA_10040__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_035/split__F1RT67__RHEA_10040__00__product/split__F1RT67__RHEA_10040__00__product_model.cif,245,236,230
525,split__F2XF99__RHEA_27421__00,train,580,A,B,RHEA:27421,F2XF99,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_036/split__F2XF99__RHEA_27421__00__reactant/split__F2XF99__RHEA_27421__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_036/split__F2XF99__RHEA_27421__00__product/split__F2XF99__RHEA_27421__00__product_model.cif,311,302,294
526,split__F2XF99__RHEA_32691__01,train,580,A,B,RHEA:32691,F2XF99,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_037/split__F2XF99__RHEA_32691__01__reactant/split__F2XF99__RHEA_32691__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_037/split__F2XF99__RHEA_32691__01__product/split__F2XF99__RHEA_32691__01__product_model.cif,311,302,294
527,split__F2YTN4__RHEA_25629__00,test,362,A,B,RHEA:25629,F2YTN4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_039/split__F2YTN4__RHEA_25629__00__reactant/split__F2YTN4__RHEA_25629__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_039/split__F2YTN4__RHEA_25629__00__product/split__F2YTN4__RHEA_25629__00__product_model.cif,39,38,37
528,split__F2YTN4__RHEA_25633__01,test,362,A,B,RHEA:25633,F2YTN4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_040/split__F2YTN4__RHEA_25633__01__reactant/split__F2YTN4__RHEA_25633__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_040/split__F2YTN4__RHEA_25633__01__product/split__F2YTN4__RHEA_25633__01__product_model.cif,39,38,37
529,split__F2YTN5__RHEA_15105__01,test,355,A,B,RHEA:15105,F2YTN5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_042/split__F2YTN5__RHEA_15105__01__reactant/split__F2YTN5__RHEA_15105__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_042/split__F2YTN5__RHEA_15105__01__product/split__F2YTN5__RHEA_15105__01__product_model.cif,39,38,37
530,split__F2YTN5__RHEA_73115__00,test,355,A,B,RHEA:73115,F2YTN5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_041/split__F2YTN5__RHEA_73115__00__reactant/split__F2YTN5__RHEA_73115__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_041/split__F2YTN5__RHEA_73115__00__product/split__F2YTN5__RHEA_73115__00__product_model.cif,39,38,37
531,split__F4HT77__RHEA_16301__00,train,363,A,B,RHEA:16301,F4HT77,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_043/split__F4HT77__RHEA_16301__00__reactant/split__F4HT77__RHEA_16301__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_043/split__F4HT77__RHEA_16301__00__product/split__F4HT77__RHEA_16301__00__product_model.cif,312,303,295
532,split__F4HT77__RHEA_19849__01,train,363,A,B,RHEA:19849,F4HT77,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_044/split__F4HT77__RHEA_19849__01__reactant/split__F4HT77__RHEA_19849__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_044/split__F4HT77__RHEA_19849__01__product/split__F4HT77__RHEA_19849__01__product_model.cif,312,303,295
533,split__F4HU51__RHEA_30135__01,train,427,A,B,RHEA:30135,F4HU51,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_046/split__F4HU51__RHEA_30135__01__reactant/split__F4HU51__RHEA_30135__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_046/split__F4HU51__RHEA_30135__01__product/split__F4HU51__RHEA_30135__01__product_model.cif,313,304,296
534,split__F4HYF3__RHEA_11268__00,train,401,A,B,RHEA:11268,F4HYF3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_050/split__F4HYF3__RHEA_11268__00__reactant/split__F4HYF3__RHEA_11268__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_050/split__F4HYF3__RHEA_11268__00__product/split__F4HYF3__RHEA_11268__00__product_model.cif,314,305,297
535,split__F4HYF3__RHEA_16933__01,train,401,A,B,RHEA:16933,F4HYF3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_051/split__F4HYF3__RHEA_16933__01__reactant/split__F4HYF3__RHEA_16933__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_051/split__F4HYF3__RHEA_16933__01__product/split__F4HYF3__RHEA_16933__01__product_model.cif,314,305,297
536,split__F4I7I0__RHEA_19453__00,train,543,A,B,RHEA:19453,F4I7I0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_054/split__F4I7I0__RHEA_19453__00__reactant/split__F4I7I0__RHEA_19453__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_054/split__F4I7I0__RHEA_19453__00__product/split__F4I7I0__RHEA_19453__00__product_model.cif,315,306,298
537,split__F4I902__RHEA_16301__00,train,420,A,B,RHEA:16301,F4I902,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_057/split__F4I902__RHEA_16301__00__reactant/split__F4I902__RHEA_16301__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_057/split__F4I902__RHEA_16301__00__product/split__F4I902__RHEA_16301__00__product_model.cif,316,307,299
538,split__F4I907__RHEA_10992__00,train,358,A,B,RHEA:10992,F4I907,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_058/split__F4I907__RHEA_10992__00__reactant/split__F4I907__RHEA_10992__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_058/split__F4I907__RHEA_10992__00__product/split__F4I907__RHEA_10992__00__product_model.cif,317,308,300
539,split__F4I907__RHEA_26381__01,train,358,A,B,RHEA:26381,F4I907,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_059/split__F4I907__RHEA_26381__01__reactant/split__F4I907__RHEA_26381__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_059/split__F4I907__RHEA_26381__01__product/split__F4I907__RHEA_26381__01__product_model.cif,317,308,300
540,split__F4IDU4__RHEA_37387__01,train,462,A,B,RHEA:37387,F4IDU4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_061/split__F4IDU4__RHEA_37387__01__reactant/split__F4IDU4__RHEA_37387__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_061/split__F4IDU4__RHEA_37387__01__product/split__F4IDU4__RHEA_37387__01__product_model.cif,318,309,301
541,split__F4JFU8__RHEA_38379__00,train,518,A,B,RHEA:38379,F4JFU8,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_070/split__F4JFU8__RHEA_38379__00__reactant/split__F4JFU8__RHEA_38379__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_070/split__F4JFU8__RHEA_38379__00__product/split__F4JFU8__RHEA_38379__00__product_model.cif,319,310,302
