index,pair_id,split,sequence_length,protein_chain_id,ligand_chain_id,rhea_id,uniprot_id,reactant_model,product_model,seq_cluster,structure_cluster,combined_cluster
82,A0A2N6JFX7__RHEA-75199,train,227,A,,RHEA:75199,A0A2N6JFX7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2N6JFX7__RHEA-75199__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2N6JFX7__RHEA-75199__product.cif,30,69,30
83,A0A383ZFX3__RHEA-41291,test,395,A,,RHEA:41291,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-41291__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-41291__product.cif,14,70,14
84,A0A383ZFX3__RHEA-41287,test,395,A,,RHEA:41287,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-41287__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-41287__product.cif,14,71,14
85,A0A383ZFX3__RHEA-38891,test,395,A,,RHEA:38891,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-38891__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-38891__product.cif,14,72,14
86,A0A383ZFX3__RHEA-41279,test,395,A,,RHEA:41279,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-41279__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-41279__product.cif,14,73,14
87,A0A383ZFX3__RHEA-41303,test,395,A,,RHEA:41303,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-41303__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-41303__product.cif,14,74,14
88,A0A383ZFX3__RHEA-45448,test,395,A,,RHEA:45448,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-45448__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-45448__product.cif,14,75,14
89,A0A383ZFX3__RHEA-58484,test,395,A,,RHEA:58484,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-58484__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-58484__product.cif,14,76,14
90,A0A383ZFX3__RHEA-41295,test,395,A,,RHEA:41295,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-41295__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-41295__product.cif,14,77,14
91,A0A383ZFX3__RHEA-45092,test,395,A,,RHEA:45092,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-45092__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-45092__product.cif,14,78,14
92,A0A383ZFX3__RHEA-41299,test,395,A,,RHEA:41299,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-41299__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-41299__product.cif,14,79,14
93,A0A383ZFX3__RHEA-45456,test,395,A,,RHEA:45456,A0A383ZFX3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A383ZFX3__RHEA-45456__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A383ZFX3__RHEA-45456__product.cif,14,80,14
94,A0A3Q7GYG2__RHEA-74739,train,356,A,,RHEA:74739,A0A3Q7GYG2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A3Q7GYG2__RHEA-74739__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A3Q7GYG2__RHEA-74739__product.cif,31,81,31
95,A0A3Q7HYF0__RHEA-74771,train,361,A,,RHEA:74771,A0A3Q7HYF0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A3Q7HYF0__RHEA-74771__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A3Q7HYF0__RHEA-74771__product.cif,19,82,19
96,A0A3Q8GL18__RHEA-61416,train,271,A,B,RHEA:61416,A0A3Q8GL18,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A3Q8GL18__RHEA-61416__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A3Q8GL18__RHEA-61416__product.cif,32,83,32
97,A0A4P8DY91__RHEA-11808,train,364,A,,RHEA:11808,A0A4P8DY91,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A4P8DY91__RHEA-11808__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A4P8DY91__RHEA-11808__product.cif,19,84,19
98,A0A509AQ68__RHEA-10164,train,446,A,,RHEA:10164,A0A509AQ68,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A509AQ68__RHEA-10164__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A509AQ68__RHEA-10164__product.cif,33,85,33
99,A0A5S9I252__RHEA-66644,test,386,A,,RHEA:66644,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-66644__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-66644__product.cif,34,86,34
100,A0A5S9I252__RHEA-31895,test,386,A,,RHEA:31895,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-31895__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-31895__product.cif,34,87,34
101,A0A5S9I252__RHEA-28294,test,386,A,,RHEA:28294,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-28294__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-28294__product.cif,34,88,34
102,A0A5S9I252__RHEA-34703,test,386,A,,RHEA:34703,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-34703__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-34703__product.cif,34,89,34
103,A0A5S9I252__RHEA-53616,test,386,A,,RHEA:53616,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-53616__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-53616__product.cif,34,90,34
104,A0A5S9I252__RHEA-54372,test,386,A,,RHEA:54372,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-54372__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-54372__product.cif,34,91,34
105,A0A5S9I252__RHEA-66648,test,386,A,,RHEA:66648,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-66648__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-66648__product.cif,34,92,34
106,A0A5S9I252__RHEA-66652,test,386,A,,RHEA:66652,A0A5S9I252,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A5S9I252__RHEA-66652__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A5S9I252__RHEA-66652__product.cif,34,93,34
107,A0A6M7H989__RHEA-14201,train,227,A,B,RHEA:14201,A0A6M7H989,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A6M7H989__RHEA-14201__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A6M7H989__RHEA-14201__product.cif,35,94,35
108,A0A6M7H989__RHEA-22604,train,227,A,B,RHEA:22604,A0A6M7H989,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A6M7H989__RHEA-22604__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A6M7H989__RHEA-22604__product.cif,35,95,35
109,A0A858E6N7__RHEA-22408,train,365,A,,RHEA:22408,A0A858E6N7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A858E6N7__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A858E6N7__RHEA-22408__product.cif,36,96,36
110,A0A858E6N7__RHEA-19361,train,365,A,,RHEA:19361,A0A858E6N7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A858E6N7__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A858E6N7__RHEA-19361__product.cif,36,97,36
111,A0A858E6N7__RHEA-17653,train,365,A,,RHEA:17653,A0A858E6N7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A858E6N7__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A858E6N7__RHEA-17653__product.cif,36,98,36
112,A0A8V1ABE9__RHEA-13977,train,376,A,,RHEA:13977,A0A8V1ABE9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A8V1ABE9__RHEA-13977__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A8V1ABE9__RHEA-13977__product.cif,37,99,37
113,A0KLG5__RHEA-22864,test,408,A,B,RHEA:22864,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-22864__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-22864__product.cif,38,100,38
114,A0KLG5__RHEA-18069,test,408,A,B,RHEA:18069,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-18069__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-18069__product.cif,38,101,38
115,A0KLG5__RHEA-20249,test,408,A,B,RHEA:20249,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-20249__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-20249__product.cif,38,102,38
116,A0KLG5__RHEA-10980,test,408,A,B,RHEA:10980,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-10980__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-10980__product.cif,38,103,38
117,A0KLG5__RHEA-12492,test,408,A,B,RHEA:12492,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-12492__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-12492__product.cif,38,104,38
118,A0KLG5__RHEA-59396,test,408,A,B,RHEA:59396,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-59396__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-59396__product.cif,38,105,38
119,A0KLG5__RHEA-59272,test,408,A,B,RHEA:59272,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-59272__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-59272__product.cif,38,106,38
120,A0KLG5__RHEA-59276,test,408,A,B,RHEA:59276,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-59276__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-59276__product.cif,38,107,38
121,A0KLG5__RHEA-59280,test,408,A,B,RHEA:59280,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-59280__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-59280__product.cif,38,108,38
122,A0KLG5__RHEA-59188,test,408,A,B,RHEA:59188,A0KLG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0KLG5__RHEA-59188__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0KLG5__RHEA-59188__product.cif,38,105,38
123,A0R066__RHEA-24801,train,368,A,,RHEA:24801,A0R066,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0R066__RHEA-24801__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0R066__RHEA-24801__product.cif,39,109,39
124,A0R066__RHEA-24813,train,368,A,,RHEA:24813,A0R066,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0R066__RHEA-24813__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0R066__RHEA-24813__product.cif,39,110,39
125,A0R066__RHEA-18321,train,368,A,,RHEA:18321,A0R066,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0R066__RHEA-18321__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0R066__RHEA-18321__product.cif,39,111,39
126,A0R564__RHEA-35655,train,372,A,,RHEA:35655,A0R564,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0R564__RHEA-35655__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0R564__RHEA-35655__product.cif,40,112,40
127,A0RV30__RHEA-11064,train,376,A,,RHEA:11064,A0RV30,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0RV30__RHEA-11064__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0RV30__RHEA-11064__product.cif,41,113,41
128,A0RV30__RHEA-14729,train,376,A,,RHEA:14729,A0RV30,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0RV30__RHEA-14729__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0RV30__RHEA-14729__product.cif,41,114,41
129,A1B198__RHEA-47544,train,369,A,B,RHEA:47544,A1B198,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1B198__RHEA-47544__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1B198__RHEA-47544__product.cif,42,115,42
130,A1B198__RHEA-51884,train,369,A,B,RHEA:51884,A1B198,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1B198__RHEA-51884__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1B198__RHEA-51884__product.cif,42,116,42
131,A1B8Z1__RHEA-27934,train,387,A,,RHEA:27934,A1B8Z1,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1B8Z1__RHEA-27934__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1B8Z1__RHEA-27934__product.cif,43,117,43
132,A1B8Z1__RHEA-27938,train,387,A,,RHEA:27938,A1B8Z1,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1B8Z1__RHEA-27938__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1B8Z1__RHEA-27938__product.cif,43,118,43
133,A1XLE2__RHEA-69312,train,337,A,,RHEA:69312,A1XLE2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1XLE2__RHEA-69312__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1XLE2__RHEA-69312__product.cif,44,119,44
134,A1XLE2__RHEA-69308,train,337,A,,RHEA:69308,A1XLE2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1XLE2__RHEA-69308__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1XLE2__RHEA-69308__product.cif,44,119,44
135,A1XLE2__RHEA-69252,train,337,A,,RHEA:69252,A1XLE2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1XLE2__RHEA-69252__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1XLE2__RHEA-69252__product.cif,44,119,44
136,A1ZA55__RHEA-68344,train,378,A,,RHEA:68344,A1ZA55,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A1ZA55__RHEA-68344__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A1ZA55__RHEA-68344__product.cif,45,120,45
137,A3DIJ8__RHEA-14157,train,156,A,,RHEA:14157,A3DIJ8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A3DIJ8__RHEA-14157__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A3DIJ8__RHEA-14157__product.cif,46,121,46
138,A3MTW6__RHEA-15913,train,293,A,,RHEA:15913,A3MTW6,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A3MTW6__RHEA-15913__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A3MTW6__RHEA-15913__product.cif,47,122,47
139,A4F2N8__RHEA-12424,train,319,A,,RHEA:12424,A4F2N8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4F2N8__RHEA-12424__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4F2N8__RHEA-12424__product.cif,48,123,48
140,A4Q998__RHEA-27646,train,353,A,,RHEA:27646,A4Q998,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4Q998__RHEA-27646__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4Q998__RHEA-27646__product.cif,49,124,49
141,A4Q998__RHEA-13233,train,353,A,,RHEA:13233,A4Q998,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4Q998__RHEA-13233__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4Q998__RHEA-13233__product.cif,49,125,49
142,A4Q998__RHEA-27738,train,353,A,,RHEA:27738,A4Q998,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4Q998__RHEA-27738__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4Q998__RHEA-27738__product.cif,49,126,49
143,A4Q998__RHEA-27750,train,353,A,,RHEA:27750,A4Q998,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4Q998__RHEA-27750__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4Q998__RHEA-27750__product.cif,49,127,49
144,A4X3Q0__RHEA-28110,train,283,A,,RHEA:28110,A4X3Q0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4X3Q0__RHEA-28110__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4X3Q0__RHEA-28110__product.cif,50,128,50
145,A4XF23__RHEA-20097,train,402,A,,RHEA:20097,A4XF23,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A4XF23__RHEA-20097__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A4XF23__RHEA-20097__product.cif,51,129,51
146,A5W059__RHEA-22748,train,238,A,,RHEA:22748,A5W059,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A5W059__RHEA-22748__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A5W059__RHEA-22748__product.cif,52,130,52
147,A5W059__RHEA-28935,train,238,A,,RHEA:28935,A5W059,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A5W059__RHEA-28935__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A5W059__RHEA-28935__product.cif,52,131,52
148,A6NDG6__RHEA-46084,train,321,A,,RHEA:46084,A6NDG6,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A6NDG6__RHEA-46084__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A6NDG6__RHEA-46084__product.cif,53,132,53
149,A6NDG6__RHEA-66372,train,321,A,,RHEA:66372,A6NDG6,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A6NDG6__RHEA-66372__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A6NDG6__RHEA-66372__product.cif,53,132,53
150,A6Y9S5__RHEA-38107,train,315,A,,RHEA:38107,A6Y9S5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A6Y9S5__RHEA-38107__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A6Y9S5__RHEA-38107__product.cif,54,133,54
151,A7N805__RHEA-28398,train,248,A,,RHEA:28398,A7N805,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A7N805__RHEA-28398__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A7N805__RHEA-28398__product.cif,55,134,55
152,A7X657__RHEA-12793,train,339,A,,RHEA:12793,A7X657,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A7X657__RHEA-12793__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A7X657__RHEA-12793__product.cif,56,135,56
153,A7X665__RHEA-12793,train,315,A,,RHEA:12793,A7X665,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A7X665__RHEA-12793__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A7X665__RHEA-12793__product.cif,57,136,57
154,A8B2U2__RHEA-14729,train,323,A,,RHEA:14729,A8B2U2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A8B2U2__RHEA-14729__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A8B2U2__RHEA-14729__product.cif,58,137,58
155,A9CH28__RHEA-42360,train,289,A,B,RHEA:42360,A9CH28,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A9CH28__RHEA-42360__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A9CH28__RHEA-42360__product.cif,25,138,25
156,A9WGE2__RHEA-38275,train,317,A,,RHEA:38275,A9WGE2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A9WGE2__RHEA-38275__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A9WGE2__RHEA-38275__product.cif,59,139,59
157,B0BNF9__RHEA-25311,train,370,A,,RHEA:25311,B0BNF9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0BNF9__RHEA-25311__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0BNF9__RHEA-25311__product.cif,60,140,60
158,B0BNF9__RHEA-67944,train,370,A,,RHEA:67944,B0BNF9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0BNF9__RHEA-67944__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0BNF9__RHEA-67944__product.cif,60,141,60
159,B0BNF9__RHEA-67940,train,370,A,,RHEA:67940,B0BNF9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0BNF9__RHEA-67940__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0BNF9__RHEA-67940__product.cif,60,142,60
160,B0BNM1__RHEA-32215,train,282,A,B,RHEA:32215,B0BNM1,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0BNM1__RHEA-32215__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0BNM1__RHEA-32215__product.cif,61,143,61
161,B0BNM1__RHEA-32227,train,282,A,B,RHEA:32227,B0BNM1,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0BNM1__RHEA-32227__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0BNM1__RHEA-32227__product.cif,61,144,61
162,B0M3E8__RHEA-22168,train,350,A,B,RHEA:22168,B0M3E8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0M3E8__RHEA-22168__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0M3E8__RHEA-22168__product.cif,62,145,62
163,B0M3E8__RHEA-11320,train,350,A,B,RHEA:11320,B0M3E8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0M3E8__RHEA-11320__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0M3E8__RHEA-11320__product.cif,62,146,62
164,B0ZB56__RHEA-21608,train,360,A,,RHEA:21608,B0ZB56,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B0ZB56__RHEA-21608__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B0ZB56__RHEA-21608__product.cif,19,147,19
165,B1A612__RHEA-10196,train,375,A,,RHEA:10196,B1A612,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1A612__RHEA-10196__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1A612__RHEA-10196__product.cif,13,148,13
166,B1A612__RHEA-59960,train,375,A,B,RHEA:59960,B1A612,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1A612__RHEA-59960__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1A612__RHEA-59960__product.cif,13,149,13
167,B1A612__RHEA-62772,train,375,A,B,RHEA:62772,B1A612,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1A612__RHEA-62772__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1A612__RHEA-62772__product.cif,13,150,13
168,B1Q2B6__RHEA-20261,train,385,A,,RHEA:20261,B1Q2B6,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1Q2B6__RHEA-20261__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1Q2B6__RHEA-20261__product.cif,63,151,63
169,B1VTI5__RHEA-40963,train,306,A,,RHEA:40963,B1VTI5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1VTI5__RHEA-40963__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1VTI5__RHEA-40963__product.cif,64,152,64
170,B1W019__RHEA-31815,train,335,A,,RHEA:31815,B1W019,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1W019__RHEA-31815__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1W019__RHEA-31815__product.cif,65,153,65
